1,0,C01,760095,10,,C0118,WC629,A01,0,1,2,1,20,20,A,0,0,1,0,Y,100,,0,2,2
1,0,C01,760095,30,,C0106,WC631,P02,0,1,17,1,539.92,539.92,A,0,0,1,0,Y,100,,0,2,2
