1,0,C01,760095,10,10,128500,,R,4,EA,1,R,Y,Y,,N,0,0,C01BT5,Y,20,,,,,,,,,,,,,
1,0,C01,760095,10,20,148000,,R,1,EA,1,R,Y,Y,,N,0,0,C01BT5,Y,16,,,,,,,,,,,,,
1,0,C01,760095,10,30,185640,,R,2,EA,1,R,Y,Y,,N,0,0,C01BT5,Y,31,,,,,,,,,,,,,
1,0,C01,760095,10,40,186540,,R,1,EA,1,R,Y,Y,,N,0,0,C01BT5,Y,27,,,,,,,,,,,,,
1,0,C01,760095,10,50,194894,,R,1,EA,1,R,Y,Y,,N,0,0,C01BH5,Y,11,,,,,,,,,,,,,
1,0,C01,760095,10,60,194931,,R,0.0001,EA,1,R,Y,Y,,N,0,0,C01BH5,Y,0,,,,,,,,,,,,,
1,0,C01,760095,10,70,197600,,R,1,EA,1,R,Y,Y,,N,0,0,C01BH5,Y,0,,,,,,,,,,,,,
1,0,C01,760095,10,80,197791,,R,1,EA,1,R,Y,Y,,N,0,0,C01BH5,Y,14,,,,,,,,,,,,,
1,0,C01,760095,10,90,198690,,R,1,EA,1,R,Y,Y,,N,0,0,C01BH5,Y,10,,,,,,,,,,,,,
1,0,C01,760095,10,100,198709,,R,2,EA,1,R,Y,Y,,N,0,0,C01BH5,Y,10,,,,,,,,,,,,,
1,0,C01,760095,10,110,199130,,R,1,EA,1,R,Y,Y,,N,0,0,C01BH5,Y,13,,,,,,,,,,,,,
1,0,C01,760095,30,120,232176,,R,1,EA,1,R,Y,Y,,N,0,0,C01BPC,Y,0,,,,,,,,,,,,,
1,0,C01,760095,30,130,235005,,R,1,EA,1,R,Y,Y,,N,0,0,C01BT5,Y,0,,,,,,,,,,,,,
1,0,C01,760095,30,140,270157,,R,0.1,LT,1,R,Y,Y,,N,0,0,C01BPC,Y,0,,,,,,,,,,,,,
1,0,C01,760095,30,150,270084,,R,0.1,LT,1,R,Y,Y,,N,0,0,C01BPC,Y,0,,,,,,,,,,,,,
1,0,C01,760095,30,160,270085,,R,0.1,LT,1,R,Y,Y,,N,0,0,C01BPC,Y,0,,,,,,,,,,,,,
1,0,C01,760095,30,170,270087,,R,0.1,LT,1,R,Y,Y,,N,0,0,C01BPC,Y,0,,,,,,,,,,,,,
1,0,C01,760095,10,180,292501,,R,4,EA,1,R,Y,Y,,N,0,0,C01BT5,Y,6,,,,,,,,,,,,,
1,0,C01,760095,10,190,293000,,R,1,EA,1,R,Y,Y,,N,0,0,C01BT5,Y,1,,,,,,,,,,,,,
1,0,C01,760095,10,200,293001,,R,1,EA,1,R,Y,Y,,N,0,0,C01BT5,Y,2,,,,,,,,,,,,,,
1,0,C01,760095,10,210,293003,,R,1,EA,1,R,Y,Y,,N,0,0,C01BT5,Y,3,,,,,,,,,,,,,,
1,0,C01,760095,30,220,423839,,R,1,EA,1,R,Y,Y,1,N,0,0,C01BPC,Y,0,,,,,,,,,,,,,,
1,0,C01,760095,10,230,492650,,R,1,EA,1,R,Y,Y,,N,0,0,C01BT5,Y,17,,,,,,,,,,,,,,
1,0,C01,760095,10,240,497506,,R,1,EA,1,R,Y,Y,,N,0,0,C01BT5,Y,4,,,,,,,,,,,,,,
1,0,C01,760095,10,250,498501,,R,1,EA,1,R,Y,Y,,N,0,0,C01BT5,Y,5,,,,,,,,,,,,,,
